requirement_id,requirement_text,module,coverage_id,coverage_description,coverage_type,related_techniques,tags,notes,technique,technique_standard,test_case_id,test_data,expected_result,priority,risk_level,coverage_risk_level,source,design_basis,llm_reason,strategy_reason,requirement_id_coverage,technique_strategy
REQ-TODO-008,The system shall keep todo items after page refresh.,Todo Persistence,COV-AI-002,Test persistence failure scenario,Error,['Error Guessing'],['llm-suggested'],"7 missing coverage items identified: state transitions, error handling, boundary for multiple items, and empty state inputs.",State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1294,Transition: refresh after adding item,Todo persists after refresh.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Refresh after add missing.,"Fallback rule: coverage describes states, events, or lifecycle behaviour, so state transition testing is suitable.",REQ-TODO-008,State Transition Testing
REQ-TODO-013,The system shall allow creating multiple todo items with different text.,Todo Creation,COV-AI-004,Test max number of todos,Boundary,['Boundary Value Analysis'],['llm-suggested'],"7 missing coverage items identified: state transitions, error handling, boundary for multiple items, and empty state inputs.",Boundary Value Analysis,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 boundary value analysis,TC-1296,Boundary value: on upper boundary (generic upper valid boundary),all created,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,upper boundary missing,"Coverage item explicitly tests the maximum number of todos, which is a boundary condition. Boundary Value Analysis is the standard technique for testing boundary values, not state transition testing.",REQ-TODO-013,Boundary Value Analysis
REQ-TODO-014,The system shall preserve the order in which todo items are created.,Todo Creation,COV-AI-005,Verify order after delete and add,State Transition,['State Transition Testing'],['llm-suggested'],"7 missing coverage items identified: state transitions, error handling, boundary for multiple items, and empty state inputs.",State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1297,Order after delete first and add new,order preserved,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,delete first item order,"Coverage item describes verifying order after delete and add, which involves state changes and transitions. State Transition Testing is appropriate.",REQ-TODO-014,State Transition Testing
REQ-TODO-026,The system shall keep todo item text unchanged after completion toggle.,Todo Completion,COV-AI-008,Toggle completion with empty text,Error,['Error Guessing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1300,Toggle completion with non-empty text,text unchanged,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,text preserved after toggle,"Fallback rule: coverage describes states, events, or lifecycle behaviour, so state transition testing is suitable.",REQ-TODO-026,State Transition Testing
REQ-TODO-027,The system shall update active item count after a todo is completed.,Todo Completion,COV-AI-009,Count update after multiple toggles,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1301,Count update after single toggle,active count 4,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,single toggle count,"Coverage item tests count update after multiple toggles, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-027,State Transition Testing
REQ-TODO-028,The system shall update active item count after a completed todo becomes active.,Todo Completion,COV-AI-010,Count update after multiple toggles back,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1302,Count update after single toggle back,active count 4,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,single toggle back count,"Coverage item tests count update after multiple toggles back, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-028,State Transition Testing
REQ-TODO-030,The system shall display completed todo items with a completed visual style.,Todo Completion,COV-AI-012,Completed style with special characters,Error,['Error Guessing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,Equivalence Partitioning,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1304,Completed item with long title,Completed item shows strikethrough and gray color.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing valid input test,"Fallback rule: coverage describes states, events, or lifecycle behaviour, so state transition testing is suitable.",REQ-TODO-030,State Transition Testing
REQ-TODO-033,The system shall remove a deleted todo item from all filter views.,Todo Deletion,COV-AI-015,Deleted item not shown after filter change,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1307,Delete item then switch to All filter,Deleted item absent from All view.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Filter after delete,"Coverage item tests deleted item not shown after filter change, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-033,State Transition Testing
REQ-TODO-037,The system shall show an empty list state after all todo items are deleted.,Todo Deletion,COV-AI-019,Empty list after deleting all items,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1311,Delete all items one by one,Empty state message displayed.,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Sequential delete all,"Coverage item tests empty list after deleting all items, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-037,State Transition Testing
REQ-TODO-038,The user shall be able to clear all completed todo items.,Todo Deletion,COV-AI-020,Clear completed with no completed items,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1312,No completed items present,Empty state remains unchanged,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing valid transition test,"Coverage item tests clear completed with no completed items, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-038,State Transition Testing
REQ-TODO-039,The system shall display active todo items without completed styling.,Todo Display,COV-AI-021,Active item with completed styling,Error,['Error Guessing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1313,Active item with completed styling,Active item loses completed styling,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing active item styling check,"Fallback rule: coverage describes states, events, or lifecycle behaviour, so state transition testing is suitable.",REQ-TODO-039,State Transition Testing
REQ-TODO-040,The system shall display completed todo items with completed styling.,Todo Display,COV-AI-022,Completed item without styling,Error,['Error Guessing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1314,Completed item without styling,Completed item shows completed styling,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing completed styling enforcement,"Fallback rule: coverage describes states, events, or lifecycle behaviour, so state transition testing is suitable.",REQ-TODO-040,State Transition Testing
REQ-TODO-042,The system shall show an empty state message when no todo items exist.,Todo Display,COV-AI-024,Empty message after delete all,State Transition,['State Transition Testing'],['llm-suggested'],Missing coverage identified for state transitions and error handling.,State Transition Testing,ISTQB Foundation Level / ISO/IEC/IEEE 29119-4 state transition testing,TC-1316,Delete all items,Empty state message appears,High,Medium,Medium,LLM missing test case suggestion,LLM identified missing coverage in existing test cases.,Missing empty message after delete,"Coverage item tests empty message after delete all, which involves state transitions. State Transition Testing is appropriate.",REQ-TODO-042,State Transition Testing
